temperature,layers,batch_norm,train_acc,test_acc,best_val_loss
0.01,3,False,0.04103703703703704,0.04,165.09674072265625
0.05,3,False,0.994,0.944,2.2272186279296875
0.1,3,False,0.9977777777777778,0.9464,0.7396227717399597
0.5,3,False,0.23562962962962963,0.2222,1.3532884120941162
1.0,3,False,0.06944444444444445,0.0708,1.7910765409469604
2.0,3,False,0.04625925925925926,0.0472,2.097830295562744
